Month,Division,GA Source,Package/Roadblock,Device,Placement Start Date,Placement End Date,Job# (s),Analytic Campaign Name,Campaign Name,Creative,Impressions,Clicks,Media Cost
2014-02,SoCal Coastal,mobileT,MobileTheory Antelope Valley Sustain Zip Targeting 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,110264,,Copper Moon,SCL_Copper Moon_1x1,53377.00,428.00,256.09
2014-02,SoCal Coastal,mobileT,MobileTheory Ridgeview at Echo Ridge Sustain Sustain Zip Targeting 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,113972,,Ridgeview at Echo Ridge,SCL_1x1,54813.00,324.00,264.91
2014-02,SoCal Coastal,mobileT,MobileTheory Monte Vista GO Sustain Zip Targeting Spanish Lang 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,114278,,Monte Vista,SCL_1x1,48597.00,296.00,279.96
2014-02,SoCal Coastal,mobileT,MobileTheory Antelope Valley Sustain Zip Targeting 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,114962,,Dawn Creek Sustain,SCL_Dawn Creek 2_1x1,62152.00,381.00,295.24
2014-02,SoCal Coastal,mobileT,MobileTheory Arbor Rose Sustain Zip Targeting 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,111845,,Arbor Rose Sustain (Arcadia),SCL_1x1_2,60778.00,416.00,295.34
2014-02,SoCal Coastal,mobileT,MobileTheory Antelope Valley Sustain Zip Targeting 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,111557,,Gibraltar,SCL_Gibraltar_1x1,63909.00,473.00,305.25
2014-02,SoCal Coastal,mobileT,MobileTheory La Mesa Meadows Sustain Zip Targeting 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,114276,,La Mesa Meadows,SCL_1x1,64003.00,266.00,1500.01
2014-02,SoCal Coastal,mobileT,MobileTheory Canton Hills Sustain Zip Targeting 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,114272,,Canton Hills,SCL_1x1,67854.00,293.00,1250.00
2014-02,SoCal Coastal,mobileT,MobileTheory Rancho Santalina Haciendas Sustain Sustain Zip Targeting 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,113971,,Rancho Santalina Haciendas,SCL_1x1,71621.00,445.00,345.29
2014-02,SoCal Coastal,mobileT,MobileTheory Monte Vista GO Sustain Zip Targeting 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,113970,,Monte Vista,SCL_1x1,71032.00,230.00,346.35
2014-02,SoCal Coastal,mobileT,MobileTheory Ridgeview at Echo Ridge Sustain Sustain Zip Targeting 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,113972,,Ridgeview at Echo Ridge,SCL_1x1,110539.00,698.00,529.46
2014-02,SoCal Coastal,mobileT,MobileTheory Arbor Rose Sustain Zip Targeting 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,111844,,Arbor Rose Sustain (Arcadia),SCL_1x1_2,114898.00,1036.00,561.08
2014-02,SoCal Coastal,mobileT,MobileTheory Monte Vista GO Sustain Zip Targeting 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,113970,,Monte Vista,SCL_1x1,185930.00,1323.00,897.67
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - Mahogany Hills GO - LA Zip DMA 2/10-3/10 PACKAGE,mobile,2/10/2014,3/10/2014,115556; 115263,,Mahogany Hills,Grand Opening,8718.00,25.00,243.19
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - Saratoga Sustain English - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,110277,,Saratoga Sustain,SCL_1x1,22789.00,111.00,111.15
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - The Pinnacle Sustain - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,113968,,Pinnacle,SCL_1x1,36798.00,217.00,169.02
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - The Enclave Spanish - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,114273,,The Enclave,SCL_1x1,34825.00,90.00,201.65
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - The Enclave English - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,114273,,The Enclave,SCL_1x1,42267.00,174.00,203.10
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland -  Las Playas English - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,110025,,Las Playas Sustain,SCL_1x1,42239.00,210.00,206.84
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland -  Las Playas English - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,110025,,Las Playas Sustain,SCL_1x1,60410.00,412.00,293.72
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland -  Las Playas Spanish - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,110025,,Las Playas Sustain,SCL_1x1,61850.00,410.00,356.27
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - Saratoga Sustain English - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,110277,,Saratoga Sustain,SCL_1x1,83872.00,0.00,406.24
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - Saratoga Sustain Spanish - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,114649,,Saratoga Sustain,SCL_1x1,80517.00,614.00,1000.01
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - Saratoga Sustain English - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,110277,,Saratoga Sustain,SCL_1x1,98428.00,1406.00,482.60
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland -  Las Playas English - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,110025,,Las Playas Sustain,SCL_1x1,102148.00,855.00,499.44
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - Monument Park Sustain - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,111679,,Monument Park,SCL_1x1,109416.00,417.00,530.09
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - The Preserve Sustain - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,113999,,Preserve,SCL_1x1,121811.00,843.00,1663.18
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - Parkside Sustain - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,111556,,Parkside,SCL_1x1,126061.00,407.00,4297.19
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - The Enclave Spanish - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,114273,,The Enclave,SCL_1x1,111880.00,654.00,639.67
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland -  Las Playas Spanish - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,110025,,Las Playas Sustain,SCL_1x1,113394.00,886.00,643.73
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - The Pinnacle Sustain - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,113968,,Pinnacle,SCL_1x1,140642.00,942.00,647.12
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - The Enclave Spanish - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,114273,,The Enclave,SCL_1x1,115652.00,934.00,658.68
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - The Enclave English - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,114273,,The Enclave,SCL_1x1,178203.00,1139.00,852.43
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - Monument Park Sustain - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,111679,,Monument Park,SCL_1x1,182397.00,886.00,880.12
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - The Enclave English - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,114273,,The Enclave,SCL_1x1,198164.00,1663.00,944.47
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - Monument Park Sustain - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,111679,,Monument Park,SCL_1x1,225852.00,1334.00,1089.79
2014-02,SoCal Inland,mobileT,MobileTheory SCL Inland - The Pinnacle Sustain - LA Zip DMA 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,113968,,Pinnacle,SCL_1x1,347393.00,3304.00,1683.86
2014-02,SoCal Inland,pulpo,Pulpo SCL Inland -  Las Playas - LA Zip DMA Display Hispanic 2/2-2/28 PACKAGE,banners,2/1/2014,2/28/2014,110026,,Las Playas Sustain,110026_0605-WB_160x600.jpg,52023.00,23.00,999.99
2014-02,SoCal Inland,pulpo,Pulpo SCL Inland - Monument Park Sustain - LA Zip DMA Display 2/1-2/28 PACKAGE,banners,2/1/2014,2/28/2014,112522,,Monument Park,112522_160x600.jpg,63383.00,9.00,1028.58
2014-02,SoCal Inland,pulpo,Pulpo SCL Inland - Monument Park Sustain - LA Zip DMA Display 2/1-2/28 PACKAGE,banners,2/1/2014,2/28/2014,111680,,Monument Park,111680_300x250.jpg,113257.00,27.00,393.43
2014-02,SoCal Inland,pulpo,Pulpo SCL Inland -  Las Playas - LA Zip DMA Tablet Hispanic 2/2-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,110026,,Las Playas Sustain,SCL_1x1,43149.00,50.00,1000.00
2014-02,SoCal Inland,pulpo,Pulpo SCL Inland - Monument Park Sustain - LA Zip DMA Tablet 2/1-2/28 PACKAGE,mobile,2/1/2014,2/28/2014,111680,,Monument Park,SCL_1x1,122671.00,147.00,577.98
